TC_ID	Chr.wt	start	end	Strand.dcp2	Assigned_gene_name	in_coding_gene
10454	chrX	302866	302885	-	YJL074C	NA
10455	chrX	305671	305714	-	NA	YJL162C
10456	chrX	305882	305915	-	YJL072C	NA
10457	chrX	310174	310229	-	NA	YJL163C
10458	chrX	310314	310346	-	NA	YJL163C
10459	chrX	310644	310712	-	YJL070C	NA
10460	chrX	312710	312755	-	YJL069C	NA
10461	chrX	313531	313649	-	NA	YJL165C
10462	chrX	313918	313953	-	YJL068C	NA
10463	chrX	314854	314910	-	YJL066C	NA
10464	chrX	315563	315594	-	YJL065C	NA
10465	chrX	316007	316019	-	YJL065C	YJL171C
10466	chrX	316491	316523	-	YJL063C	NA
10467	chrX	317296	317328	-	YJL063C	NA
10468	chrX	319766	319798	-	NA	NA
10469	chrX	323126	323155	-	NA	NA
10470	chrX	327642	327726	-	NA	YJL173C
10471	chrX	327909	327932	-	YJL058C	NA
10472	chrX	329108	329161	-	NA	YJL176C
10473	chrX	330132	330211	-	YJL057C	NA
10474	chrX	333055	333170	-	YJL056C	NA
10475	chrX	334074	334108	-	NA	NA
10476	chrX	337137	337173	-	NA	NA
10477	chrX	341615	341630	-	NA	NA
10478	chrX	342219	342267	-	NA	NA
10479	chrX	348043	348098	-	NA	YJL182C
10480	chrX	348349	348392	-	NA	YJL182C
10481	chrX	348635	348729	-	YJL048C	NA
10482	chrX	349356	349393	-	YJL047C-A	NA
10483	chrX	352170	352225	-	YJL047C	NA
10484	chrX	354634	354634	-	NA	NA
10485	chrX	358069	358090	-	NA	NA
10486	chrX	358751	358801	-	NA	YJL188C
10487	chrX	359667	359732	-	YJL044C	NA
10488	chrX	361044	361087	-	NA	NA
10489	chrX	361626	361651	-	NA	NA
10490	chrX	365514	365540	-	NA	NA
10491	chrX	369504	369530	-	NA	YJL190C
10492	chrX	373904	373982	-	YJL039C	NA
10493	chrX	375255	375301	-	NA	YJL192C
10494	chrX	375791	375853	-	YJL038C	NA
10495	chrX	377026	377042	-	NA	NA
10496	chrX	380512	380615	-	NA	YJL195C
10497	chrX	381027	381076	-	YJL035C	NA
10498	chrX	387442	387491	-	YJL031C	NA
10499	chrX	390851	390925	-	YJL029C	NA
10500	chrX	392733	392757	-	YJL027C	NA
10501	chrX	396564	396628	-	YJL024C	NA
10502	chrX	397879	397903	-	NA	YJL204C
10503	chrX	398160	398192	-	NA	YJL204C
10504	chrX	398351	398424	-	YJL023C	YJL204C
10505	chrX	398531	398566	-	YJL023C	NA
10506	chrX	401651	401694	-	NA	YJL205C
10507	chrX	402475	402502	-	YJL020C	NA
10508	chrX	403017	403061	-	YJL020C	NA
10509	chrX	405097	405152	-	NA	NA
10510	chrX	405866	405920	-	NA	NA
10511	chrX	406335	406337	-	NA	NA
10512	chrX	411018	411032	-	YJL013C	YJL207C
10513	chrX	412591	412593	-	NA	YJL208C
10514	chrX	413409	413451	-	YJL012C	NA
10515	chrX	414778	414830	-	YJL011C	NA
10516	chrX	417269	417316	-	NA	NA
10517	chrX	419587	419608	-	YJL010C	NA
10518	chrX	421689	421709	-	YJL008C	NA
10519	chrX	424147	424170	-	YJL006C	NA
10520	chrX	431690	431742	-	NA	YJL223C
10521	chrX	431882	432003	-	NA	YJL223C
10522	chrX	432177	432233	-	YJL004C	NA
10523	chrX	432393	432399	-	YJL004C	NA
10524	chrX	432534	432552	-	YJL004C	NA
10525	chrX	432737	432798	-	YJL004C	NA
10526	chrX	434680	434711	-	YJL002C	NA
10527	chrX	434952	434976	-	YJL002C	NA
10528	chrX	435957	435997	-	NA	NA
10529	chrX	438589	438624	-	NA	NA
10530	chrX	442530	442575	-	YJR003C	NA
10531	chrX	443066	443188	-	NA	YJR004C
10532	chrX	444728	444753	-	NA	YJR004C
10533	chrX	444896	444914	-	YJR004C	NA
10534	chrX	445014	445058	-	YJR004C	NA
10535	chrX	445299	445324	-	YJR004C	NA
10536	chrX	445651	445687	-	YJR004C	NA
10537	chrX	448770	448807	-	YJR005C-A	NA
10538	chrX	450640	450659	-	NA	NA
10539	chrX	453424	453478	-	NA	NA
10540	chrX	454097	454129	-	NA	YJR009C
10541	chrX	454332	454527	-	NA	YJR009C
10542	chrX	454729	454730	-	YJR009C	NA
10543	chrX	456946	456952	-	NA	NA
10544	chrX	458382	458441	-	YJR010C-A	NA
10545	chrX	459424	459479	-	YJR011C	NA
10546	chrX	460155	460243	-	NA	YJR012C
10547	chrX	461561	461620	-	NA	NA
10548	chrX	462448	462489	-	NA	NA
10549	chrX	465942	466105	-	NA	YJR016C
10550	chrX	466214	466228	-	YJR016C	NA
10551	chrX	466910	466926	-	NA	YJR017C
10552	chrX	467039	467059	-	YJR017C	NA
10553	chrX	467481	467587	-	YJR017C	YJR019C
10554	chrX	467924	468002	-	NA	YJR019C
10555	chrX	468289	468316	-	YJR019C	NA
10556	chrX	469570	469623	-	YJR021C	NA
10557	chrX	470553	470553	-	YJR023C	YJR024C
10558	chrX	470769	470796	-	NA	YJR024C
10559	chrX	470968	470985	-	YJR024C	NA
10560	chrX	471633	471714	-	YJR025C	NA
10561	chrX	471757	471830	-	YJR025C	NA
10562	chrX	471971	472018	-	YJR025C	NA
10563	chrX	472417	472528	-	YJR025C	NA
10564	chrX	484298	484344	-	NA	YJR030C
10565	chrX	486194	486262	-	YJR030C	NA
10566	chrX	490879	490900	-	YJR031C	NA
10567	chrX	496464	496500	-	YJR033C	NA
10568	chrX	503516	503566	-	YJR036C	NA
10569	chrX	503697	503761	-	YJR036C	YJR038C
10570	chrX	513811	513842	-	YJR041C	NA
10571	chrX	517521	517581	-	YJR043C	NA
10572	chrX	517649	517679	-	YJR043C	NA
10573	chrX	519245	519281	-	YJR044C	NA
10574	chrX	519768	519790	-	NA	YJR045C
10575	chrX	521741	521742	-	YJR045C	NA
10576	chrX	525410	525454	-	YJR047C	NA
10577	chrX	525653	525690	-	YJR047C	NA
10578	chrX	528464	528511	-	YJR049C	NA
10579	chrX	529616	529676	-	NA	NA
10580	chrX	535667	535704	-	NA	NA
10581	chrX	538174	538174	-	NA	NA
10582	chrX	540307	540321	-	NA	NA
10583	chrX	540471	540530	-	NA	NA
10584	chrX	542636	542702	-	YJR056C	NA
10585	chrX	543797	543873	-	NA	NA
10586	chrX	544264	544273	-	NA	NA
10587	chrX	545189	545246	-	YJR058C	NA
10588	chrX	545390	545456	-	YJR058C	NA
10589	chrX	548310	548412	-	NA	NA
10590	chrX	554841	554866	-	YJR062C	NA
10591	chrX	559166	559197	-	YJR065C	NA
10592	chrX	567439	567466	-	YJR067C	YJR067C
10593	chrX	569051	569103	-	NA	YJR069C
10594	chrX	569408	569450	-	YJR069C	NA
10595	chrX	570621	570691	-	YJR070C	NA
10596	chrX	571290	571418	-	NA	YJR072C
10597	chrX	572133	572178	-	YJR072C	NA
10598	chrX	572612	572655	-	NA	YJR073C
10599	chrX	572950	572972	-	YJR073C	NA
10600	chrX	573144	573214	-	YJR073C	NA
10601	chrX	576637	576675	-	YJR076C	NA
10602	chrX	577477	577530	-	NA	YJR077C
10603	chrX	577723	577727	-	NA	YJR077C
10604	chrX	577946	577994	-	NA	YJR077C
10605	chrX	578215	578237	-	YJR077C	NA
10606	chrX	581605	581675	-	YJR080C	NA
10607	chrX	582168	582197	-	NA	YJR082C
10608	chrX	582344	582395	-	YJR082C	NA
10609	chrX	583524	583572	-	YJR083C	NA
10610	chrX	585455	585488	-	YJR085C	NA
10611	chrX	585811	585842	-	YJR085C	NA
10612	chrX	586975	587011	-	NA	YJR088C
10613	chrX	587404	587423	-	YJR088C	NA
10614	chrX	594471	594633	-	YJR090C	NA
10615	chrX	598330	598363	-	YJR091C	NA
10616	chrX	599606	599652	-	NA	NA
10617	chrX	604205	604288	-	YJR093C	NA
10618	chrX	605635	605649	-	YJR094C	YJR094C
10619	chrX	605845	605886	-	YJR094C	NA
10620	chrX	607171	607212	-	NA	NA
10621	chrX	607393	607479	-	NA	NA
10622	chrX	611483	611505	-	NA	NA
10623	chrX	612059	612102	-	NA	NA
10624	chrX	613619	613665	-	NA	YJR098C
10625	chrX	615187	615253	-	YJR098C	NA
10626	chrX	617098	617223	-	NA	YJR100C
10627	chrX	617334	617394	-	YJR100C	NA
10628	chrX	619471	619525	-	NA	YJR102C
10629	chrX	619774	619892	-	YJR102C	NA
10630	chrX	620614	620652	-	YJR102C	NA
10631	chrX	621176	621223	-	NA	NA
10632	chrX	622880	622906	-	NA	YJR104C
10633	chrX	623045	623061	-	YJR104C	NA
10634	chrX	623276	623328	-	YJR104C	NA
10635	chrX	623730	623730	-	YJR104C	NA
10636	chrX	628684	628724	-	NA	NA
10637	chrX	632964	633035	-	YJR109C	NA
10638	chrX	633134	633163	-	YJR109C	NA
10639	chrX	636079	636113	-	NA	YJR111C
10640	chrX	636174	636187	-	NA	YJR111C
10641	chrX	636734	636838	-	YJR111C	NA
10642	chrX	638987	639030	-	YJR113C	NA
10643	chrX	640403	640436	-	NA	NA
10644	chrX	641697	641760	-	NA	NA
10645	chrX	643946	643979	-	NA	YJR118C
10646	chrX	644139	644178	-	YJR118C	NA
10647	chrX	646499	646527	-	YJR119C	NA
10648	chrX	649846	649943	-	NA	NA
10649	chrX	651254	651287	-	NA	NA
10650	chrX	654230	654277	-	YJR124C	YJR124C
10651	chrX	654505	654505	-	YJR124C	NA
10652	chrX	655863	655864	-	NA	YJR125C
10653	chrX	656008	656023	-	YJR125C	NA
10654	chrX	658648	658678	-	YJR126C	YJR126C
10655	chrX	662199	662282	-	NA	YJR127C
10656	chrX	662771	662839	-	NA	YJR127C
10657	chrX	663472	663495	-	YJR127C	NA
10658	chrX	665041	665083	-	YJR129C	NA
10659	chrX	667155	667210	-	YJR130C	NA
10660	chrX	669225	669225	-	NA	NA
10661	chrX	669262	669282	-	NA	NA
10662	chrX	672261	672294	-	NA	NA
10663	chrX	675720	675742	-	NA	YJR134C
10664	chrX	675893	675923	-	YJR134C	NA
10665	chrX	676772	676838	-	YJR135C	YJR135C
10666	chrX	678697	678741	-	YJR136C	YJR136C
10667	chrX	681238	681287	-	NA	YJR137C
10668	chrX	683247	683368	-	YJR137C	NA
10669	chrX	683421	683510	-	YJR137C	NA
10670	chrX	685282	685301	-	NA	NA
10671	chrX	690449	690488	-	NA	YJR139C
10672	chrX	690559	690636	-	YJR139C	NA
10673	chrX	695751	695772	-	YJR140C	NA
10674	chrX	697236	697238	-	NA	NA
10675	chrX	700634	700701	-	YJR143C	NA
10676	chrX	702488	702629	-	NA	YJR145C
10677	chrX	703088	703113	-	YJR145C	NA
10678	chrX	703239	703285	-	YJR145C	NA
10679	chrX	705023	705065	-	NA	NA
10680	chrX	705168	705282	-	NA	NA
10681	chrX	705400	705424	-	NA	NA
10682	chrX	709733	709735	-	YJR150C	NA
10683	chrX	711803	711805	-	NA	NA
10684	chrX	716795	716885	-	NA	NA
10685	chrX	717166	717166	-	NA	NA
10686	chrX	717538	717604	-	NA	NA
10687	chrX	719173	719254	-	NA	NA
10688	chrX	723483	723508	-	NA	NA
10689	chrX	723928	723948	-	NA	NA
10690	chrX	724110	724210	-	NA	NA
10691	chrX	725324	725362	-	NA	NA
10692	chrX	727819	727860	-	NA	NA
10693	chrX	728861	728897	-	NA	YJR156C
10694	chrX	729182	729254	-	NA	YJR156C
10695	chrX	738085	738101	-	NA	YJR160C
10696	chrXI	5329	5396	-	NA	YKL003C
10697	chrXI	5514	5562	-	NA	YKL003C
10698	chrXI	5733	5791	-	YKL222C	NA
10699	chrXI	7533	7549	-	NA	NA
10700	chrXI	7861	7863	-	NA	NA
10701	chrXI	11233	11243	-	YKL220C	NA
10702	chrXI	11517	11565	-	YKL220C	NA
10703	chrXI	12454	12631	-	NA	NA
10704	chrXI	13682	13730	-	NA	NA
10705	chrXI	14319	14424	-	NA	NA
10706	chrXI	17514	17518	-	NA	YKL006C-A
10707	chrXI	17921	17966	-	NA	YKL006C-A
10708	chrXI	18333	18491	-	YKL218C	NA
10709	chrXI	18789	18789	-	YKL218C	NA
10710	chrXI	19489	19534	-	NA	NA
10711	chrXI	23835	23886	-	NA	NA
10712	chrXI	24114	24161	-	NA	NA
10713	chrXI	24863	24947	-	NA	NA
10714	chrXI	30682	30758	-	YKL215C	NA
10715	chrXI	31269	31342	-	NA	YKL010C
10716	chrXI	31523	31547	-	NA	YKL010C
10717	chrXI	31749	31767	-	YKL214C	NA
10718	chrXI	34128	34174	-	YKL213C	NA
10719	chrXI	38173	38230	-	YKL211C	NA
10720	chrXI	44811	44860	-	NA	YKL014C
10721	chrXI	44894	44903	-	NA	YKL014C
10722	chrXI	45241	45290	-	NA	YKL014C
10723	chrXI	46319	46386	-	YKL209C	NA
10724	chrXI	49814	49866	-	YKL206C	NA
10725	chrXI	63514	63555	-	YKL203C	NA
10726	chrXI	66260	66291	-	NA	YKL018C-A
10727	chrXI	67514	67592	-	YKL201C	NA
10728	chrXI	69489	69516	-	NA	YKL020C
10729	chrXI	70255	70394	-	YKL198C	NA
10730	chrXI	70507	70560	-	YKL198C	NA
10731	chrXI	73853	73926	-	YKL197C	YKL021C
10732	chrXI	73991	74044	-	YKL197C	NA
10733	chrXI	75560	75610	-	YKL196C	NA
10734	chrXI	75867	75929	-	YKL196C	NA
10735	chrXI	78664	78729	-	YKL194C	NA
10736	chrXI	79902	79934	-	YKL193C	NA
10737	chrXI	80369	80414	-	YKL193C	YKL025C
10738	chrXI	80562	80589	-	YKL192C	NA
10739	chrXI	86984	87026	-	NA	YKL026C
10740	chrXI	87509	87548	-	NA	YKL026C
10741	chrXI	87581	87592	-	NA	YKL026C
10742	chrXI	88546	88600	-	NA	YKL026C
10743	chrXI	91030	91159	-	NA	YKL029C
10744	chrXI	91574	91587	-	YKL187C	NA
10745	chrXI	93336	93351	-	NA	YKL032C
10746	chrXI	93529	93567	-	YKL186C	NA
10747	chrXI	93649	93672	-	YKL186C	NA
10748	chrXI	94396	94425	-	YKL186C	NA
10749	chrXI	96324	96324	-	NA	NA
10750	chrXI	99527	99545	-	YKL183C-A	NA
10751	chrXI	99999	100014	-	NA	NA
10752	chrXI	100198	100220	-	NA	NA
10753	chrXI	112507	112562	-	YKL179C	NA
10754	chrXI	114001	114019	-	NA	YKL046C
10755	chrXI	114156	114212	-	NA	YKL046C
10756	chrXI	114658	114800	-	YKL178C	NA
10757	chrXI	117994	117998	-	YKL176C	NA
10758	chrXI	118296	118332	-	YKL176C	NA
10759	chrXI	118462	118551	-	YKL176C	NA
10760	chrXI	122146	122335	-	YKL174C	NA
10761	chrXI	130311	130326	-	NA	NA
10762	chrXI	133156	133201	-	NA	YKL052C
10763	chrXI	133437	133472	-	YKL168C	YKL052C
10764	chrXI	134128	134154	-	YKL167C	NA
10765	chrXI	134706	134712	-	NA	YKL054C
10766	chrXI	135718	135756	-	YKL166C	NA
10767	chrXI	135855	135892	-	YKL166C	YKL055C
10768	chrXI	136644	136651	-	YKL165C-A	NA
10769	chrXI	136982	137101	-	NA	NA
10770	chrXI	137548	137624	-	NA	NA
10771	chrXI	139828	139848	-	NA	YKL056C
10772	chrXI	140689	140810	-	YKL165C	NA
10773	chrXI	142416	142829	-	NA	YKL057C
10774	chrXI	142895	142906	-	YKL164C	NA
10775	chrXI	143025	143179	-	YKL164C	NA
10776	chrXI	143259	143303	-	YKL164C	NA
10777	chrXI	143939	143967	-	NA	NA
10778	chrXI	146072	146138	-	YKL162C-A	NA
10779	chrXI	148871	148936	-	YKL162C	NA
10780	chrXI	150460	150553	-	NA	YKL063C
10781	chrXI	150728	150764	-	YKL161C	NA
10782	chrXI	150883	150985	-	YKL161C	NA
10783	chrXI	154113	154160	-	NA	YKL065C
10784	chrXI	154428	154502	-	YKL159C	NA
10785	chrXI	158199	158274	-	NA	NA
10786	chrXI	161337	161395	-	YKL155C	YKL075C
10787	chrXI	163385	163399	-	NA	NA
10788	chrXI	163980	164010	-	NA	YKL076C
10789	chrXI	164088	164253	-	NA	YKL076C
10790	chrXI	164400	164425	-	YKL152C	NA
10791	chrXI	164590	164604	-	YKL152C	NA
10792	chrXI	164783	164788	-	YKL152C	NA
10793	chrXI	165937	166012	-	YKL151C	NA
10794	chrXI	166190	166249	-	YKL151C	NA
10795	chrXI	168001	168049	-	NA	YKL087C
10796	chrXI	168146	168164	-	NA	YKL087C
10797	chrXI	168798	168853	-	YKL149C	YKL087C
10798	chrXI	170750	170853	-	NA	YKL091C
10799	chrXI	171109	171211	-	YKL148C	NA
10800	chrXI	171306	171319	-	YKL148C	NA
10801	chrXI	171524	171557	-	YKL148C	NA
10802	chrXI	176309	176348	-	NA	YKL096C-B
10803	chrXI	176493	176562	-	YKL144C	NA
10804	chrXI	179445	179492	-	NA	NA
10805	chrXI	181372	181394	-	NA	NA
10806	chrXI	185010	185064	-	YKL138C-A	NA
10807	chrXI	185739	185804	-	YKL138C	NA
10808	chrXI	186142	186183	-	YKL138C	NA
10809	chrXI	188750	188770	-	YKL135C	NA
10810	chrXI	189706	189711	-	NA	YKL102C
10811	chrXI	191486	191498	-	YKL134C	NA
10812	chrXI	193068	193115	-	YKL133C	NA
10813	chrXI	194927	195071	-	YKL132C	NA
10814	chrXI	195988	196080	-	YKL130C	NA
10815	chrXI	200171	200259	-	YKL129C	NA
10816	chrXI	200344	200356	-	YKL129C	NA
10817	chrXI	201229	201261	-	NA	YKL110C
10818	chrXI	201789	201802	-	YKL128C	NA
10819	chrXI	204942	204980	-	NA	NA
10820	chrXI	205285	205306	-	NA	NA
10821	chrXI	212665	212775	-	NA	YKL111C
10822	chrXI	213005	213046	-	YKL122C	NA
10823	chrXI	216685	216698	-	NA	NA
10824	chrXI	219049	219063	-	NA	YKL113C
10825	chrXI	219246	219280	-	YKL119C	NA
10826	chrXI	222882	222949	-	YKL116C	YKL115C
10827	chrXI	223082	223129	-	YKL116C	YKL115C
10828	chrXI	223535	223564	-	YKL115C	YKL116C
10829	chrXI	224458	224597	-	YKL114C	NA
10830	chrXI	225489	225540	-	NA	YKL119C
10831	chrXI	225875	225934	-	YKL113C	NA
10832	chrXI	229042	229050	-	YKL111C	YKL128C
10833	chrXI	229878	229939	-	YKL110C	NA
10834	chrXI	230099	230126	-	YKL110C	NA
10835	chrXI	230218	230365	-	YKL110C	NA
10836	chrXI	230951	230977	-	NA	NA
10837	chrXI	234203	234213	-	NA	NA
10838	chrXI	237041	237064	-	NA	NA
10839	chrXI	237222	237282	-	YKL106C-A	YKL129C
10840	chrXI	242685	242782	-	YKL105C	NA
10841	chrXI	244330	244406	-	NA	YKL132C
10842	chrXI	244626	244656	-	NA	YKL132C
10843	chrXI	245403	245575	-	YKL104C	NA
10844	chrXI	245810	245841	-	YKL104C	NA
10845	chrXI	247711	247761	-	YKL103C	NA
10846	chrXI	248152	248181	-	YKL103C	YKL134C
10847	chrXI	254851	254854	-	NA	YKL135C
10848	chrXI	255467	255503	-	YKL100C	NA
10849	chrXI	256516	256550	-	YKL099C	NA
10850	chrXI	259967	260083	-	YKL096C-B	NA
10851	chrXI	260298	260314	-	NA	NA
10852	chrXI	261901	261914	-	NA	NA
10853	chrXI	265924	265979	-	NA	NA
10854	chrXI	269503	269558	-	YKL092C	NA
10855	chrXI	270645	270706	-	YKL091C	NA
10856	chrXI	271637	271728	-	NA	NA
10857	chrXI	272082	272150	-	NA	NA
10858	chrXI	272175	272207	-	NA	NA
10859	chrXI	273153	273245	-	NA	NA
10860	chrXI	277944	277966	-	YKL087C	NA
10861	chrXI	282358	282416	-	YKL082C	NA
10862	chrXI	286333	286380	-	NA	NA
10863	chrXI	293380	293401	-	YKL076C	YKL155C
10864	chrXI	294356	294408	-	YKL075C	NA
10865	chrXI	296187	296228	-	YKL074C	YKL156C-A
10866	chrXI	304098	304182	-	NA	NA
10867	chrXI	304688	304713	-	NA	NA
10868	chrXI	307030	307073	-	NA	NA
10869	chrXI	307172	307194	-	NA	NA
10870	chrXI	309837	309936	-	NA	NA
10871	chrXI	315877	315889	-	NA	NA
10872	chrXI	316082	316105	-	NA	NA
10873	chrXI	316802	316891	-	NA	YKL159C
10874	chrXI	316960	317021	-	NA	YKL159C
10875	chrXI	317079	317129	-	YKL065C	NA
10876	chrXI	317355	317393	-	YKL065C	NA
10877	chrXI	321425	321516	-	YKL063C	YKL161C
10878	chrXI	321608	321700	-	YKL063C	NA
10879	chrXI	322142	322156	-	YKL063C	NA
10880	chrXI	326727	327132	-	NA	YKL162C
10881	chrXI	327501	327541	-	YKL060C	NA
10882	chrXI	328319	328370	-	NA	YKL162C-A
10883	chrXI	329495	329513	-	YKL059C	NA
10884	chrXI	333999	334034	-	YKL057C	NA
10885	chrXI	334800	334819	-	NA	YKL165C
10886	chrXI	334940	334968	-	YKL056C	NA
10887	chrXI	335053	335072	-	YKL056C	NA
10888	chrXI	335450	335504	-	NA	YKL165C-A
10889	chrXI	336161	336210	-	YKL055C	NA
10890	chrXI	337624	337673	-	NA	YKL166C
10891	chrXI	338308	338336	-	NA	YKL166C
10892	chrXI	338508	338529	-	NA	YKL166C
10893	chrXI	338847	338892	-	YKL054C	NA
10894	chrXI	339492	339528	-	YKL053C-A	NA
10895	chrXI	340507	340583	-	YKL052C	NA
10896	chrXI	340805	340840	-	YKL052C	NA
10897	chrXI	340898	340939	-	YKL052C	NA
10898	chrXI	341066	341067	-	YKL052C	NA
10899	chrXI	342070	342154	-	NA	NA
10900	chrXI	342512	342546	-	NA	NA
10901	chrXI	345377	345410	-	NA	YKL169C
10902	chrXI	346796	346836	-	YKL049C	NA
10903	chrXI	349184	349224	-	YKL048C	NA
10904	chrXI	352018	352031	-	NA	YKL178C
10905	chrXI	352230	352232	-	NA	YKL178C
10906	chrXI	352619	352636	-	YKL046C	YKL178C
10907	chrXI	352796	352881	-	YKL046C	NA
10908	chrXI	353235	353301	-	YKL046C	NA
10909	chrXI	354456	354514	-	NA	NA
10910	chrXI	354983	355035	-	NA	NA
10911	chrXI	361836	361904	-	YKL040C	NA
10912	chrXI	362237	362380	-	YKL040C	NA
10913	chrXI	369531	369588	-	NA	YKL183C-A
10914	chrXI	375236	375294	-	NA	NA
10915	chrXI	381307	381313	-	NA	YKL186C
10916	chrXI	381738	381856	-	YKL032C	YKL186C
10917	chrXI	381944	382084	-	YKL032C	NA
10918	chrXI	383213	383231	-	NA	YKL187C
10919	chrXI	383339	383438	-	NA	YKL187C
10920	chrXI	384762	384798	-	YKL029C	NA
10921	chrXI	385030	385048	-	YKL029C	NA
10922	chrXI	385542	385560	-	YKL029C	NA
10923	chrXI	387214	387260	-	NA	NA
10924	chrXI	388143	388193	-	NA	NA
10925	chrXI	388232	388257	-	NA	NA
10926	chrXI	389777	389844	-	NA	YKL188C
10927	chrXI	389927	390014	-	YKL026C	NA
10928	chrXI	392124	392191	-	NA	YKL192C
10929	chrXI	392295	392328	-	YKL025C	NA
10930	chrXI	392959	392995	-	NA	YKL193C
10931	chrXI	393278	393414	-	YKL024C	YKL194C
10932	chrXI	397147	397165	-	NA	YKL196C
10933	chrXI	398596	398618	-	NA	YKL197C
10934	chrXI	402092	402156	-	YKL020C	NA
10935	chrXI	402407	402412	-	YKL020C	NA
10936	chrXI	403906	403949	-	YKL018C-A	NA
10937	chrXI	404318	404326	-	YKL018C-A	NA
10938	chrXI	407192	407249	-	YKL017C	NA
10939	chrXI	408033	408075	-	YKL016C	NA
10940	chrXI	416925	416954	-	YKL014C	NA
10941	chrXI	418038	418068	-	YKL013C	NA
10942	chrXI	419878	419905	-	NA	NA
10943	chrXI	420512	420544	-	NA	YKL213C
10944	chrXI	420675	420715	-	NA	YKL213C
10945	chrXI	420774	420859	-	NA	YKL213C
10946	chrXI	421211	421250	-	YKL011C	YKL213C
10947	chrXI	421737	421754	-	NA	YKL214C
10948	chrXI	425883	425990	-	YKL010C	NA
10949	chrXI	427845	427872	-	NA	YKL215C
10950	chrXI	428188	428227	-	NA	YKL215C
10951	chrXI	428577	428728	-	YKL008C	NA
10952	chrXI	430660	430677	-	YKL006C-A	NA
10953	chrXI	434103	434220	-	NA	YKL220C
10954	chrXI	434761	434802	-	NA	YKL220C
10955	chrXI	434975	435024	-	YKL005C	NA
10956	chrXI	435454	435485	-	YKL005C	NA
10957	chrXI	435836	435861	-	YKL005C	NA
10958	chrXI	437376	437381	-	NA	YKL222C
10959	chrXI	437474	437533	-	YKL003C	NA
10960	chrXI	439416	439522	-	YKL001C	NA
10961	chrXI	442757	442790	-	YKR001C	NA
10962	chrXI	447094	447156	-	NA	YKR004C
10963	chrXI	447988	448083	-	YKR004C	YKR004C
10964	chrXI	448920	448934	-	NA	YKR005C
10965	chrXI	449853	449879	-	NA	YKR005C
10966	chrXI	451221	451244	-	YKR006C	NA
10967	chrXI	451972	451975	-	YKR006C	NA
10968	chrXI	454593	454722	-	NA	YKR009C
10969	chrXI	455128	455170	-	NA	YKR009C
10970	chrXI	455522	455563	-	NA	YKR009C
10971	chrXI	458234	458235	-	NA	NA
10972	chrXI	461228	461369	-	YKR010C	NA
10973	chrXI	462749	462810	-	YKR011C	NA
10974	chrXI	463422	463505	-	YKR011C	NA
10975	chrXI	464759	464805	-	YKR012C	NA
10976	chrXI	464999	465055	-	YKR012C	NA
10977	chrXI	466201	466223	-	YKR014C	NA
10978	chrXI	467458	467498	-	NA	YKR015C
10979	chrXI	469335	469367	-	YKR015C	NA
10980	chrXI	472135	472149	-	NA	YKR017C
10981	chrXI	473448	473503	-	YKR017C	NA
10982	chrXI	475791	475812	-	NA	YKR018C
10983	chrXI	475914	475938	-	YKR018C	NA
10984	chrXI	478136	478174	-	YKR019C	NA
10985	chrXI	483160	483200	-	YKR022C	NA
10986	chrXI	487197	487198	-	NA	YKR024C
10987	chrXI	487399	487448	-	YKR024C	NA
10988	chrXI	489307	489332	-	NA	YKR026C
10989	chrXI	489681	489810	-	YKR026C	NA
10990	chrXI	490194	490230	-	YKR026C	NA
10991	chrXI	493651	493663	-	NA	NA
10992	chrXI	499838	499854	-	YKR029C	NA
10993	chrXI	500020	500028	-	YKR029C	NA
10994	chrXI	506474	506530	-	YKR031C	NA
10995	chrXI	507236	507262	-	YKR033C	YKR033C
10996	chrXI	510598	510663	-	YKR036C	YKR036C
10997	chrXI	511779	511836	-	YKR037C	NA
10998	chrXI	512711	512714	-	NA	YKR038C
10999	chrXI	513168	513184	-	YKR038C	NA
11000	chrXI	513911	513968	-	YKR038C	NA
11001	chrXI	514085	514252	-	YKR038C	NA
11002	chrXI	514355	514459	-	NA	NA
11003	chrXI	514965	514973	-	NA	NA
11004	chrXI	518412	518424	-	NA	YKR040C
11005	chrXI	521334	521437	-	NA	YKR043C
11006	chrXI	521576	521609	-	NA	YKR043C
11007	chrXI	521732	521748	-	YKR043C	NA
11008	chrXI	523967	524007	-	YKR045C	NA
11009	chrXI	524519	524547	-	NA	YKR046C
11010	chrXI	524677	524679	-	NA	YKR046C
11011	chrXI	524882	524967	-	NA	YKR046C
11012	chrXI	525080	525085	-	YKR046C	NA
11013	chrXI	526286	526319	-	NA	YKR048C
11014	chrXI	526659	526674	-	YKR048C	NA
11015	chrXI	527090	527120	-	YKR048C	YKR049C
11016	chrXI	527211	527258	-	YKR049C	NA
11017	chrXI	531153	531164	-	NA	NA
11018	chrXI	533428	533447	-	YKR052C	YKR052C
11019	chrXI	533503	533626	-	YKR052C	NA
11020	chrXI	533674	533679	-	YKR052C	NA
11021	chrXI	533860	534010	-	YKR052C	NA
11022	chrXI	534414	534525	-	NA	YKR053C
11023	chrXI	547966	547997	-	YKR054C	NA
11024	chrXI	551329	551337	-	NA	NA
11025	chrXI	554628	554675	-	NA	NA
11026	chrXI	557208	557290	-	NA	NA
11027	chrXI	559356	559400	-	NA	NA
11028	chrXI	562303	562317	-	YKR063C	NA
11029	chrXI	565653	565668	-	NA	YKR065C
